train,age,educ,black,hisp,married,earn96,unem96,earn98,unem98
0,40,7,0,0,1,0,1,9.244640350341797,0
1,38,11,0,0,1,0,1,9.320499420166016,0
1,53,7,0,0,1,0,1,0,1
1,52,7,0,0,1,0,1,0,1
1,46,6,0,0,1,0,1,3.958452224731445,0
0,40,8,0,0,1,0,1,2.847097396850586,0
0,53,8,0,0,1,0,1,0,1
1,50,11,0,0,1,0,1,0,1
1,33,11,0,0,1,0,1,14.57397079467773,0
1,33,11,0,0,1,0,1,0,1
0,52,8,0,0,1,0,1,0,1
0,50,8,0,0,1,0,1,0,1
0,41,8,0,0,1,0,1,5.671767234802246,0
0,53,9,0,0,1,0,1,0,1
1,48,11,0,0,0,0,1,0,1
0,31,9,0,0,1,0,1,1.939663887023926,0
1,42,8,0,0,1,0,1,9.763481140136719,0
0,54,10,0,0,1,0,1,0,1
0,50,10,0,0,1,0,1,0,1
1,48,6,0,1,1,0,1,13.27958297729492,0
1,22,9,0,0,1,0,1,0,1
0,41,8,0,0,1,0,1,0,1
1,41,8,0,0,1,0,1,2.268840789794922,0
1,45,9,0,0,1,.6266120076179504,0,0,1
0,46,8,0,0,1,17.90322113037109,0,3.856842041015625,0
0,46,8,0,0,1,17.90322113037109,0,7.02271842956543,0
0,53,8,0,0,1,28.64519882202148,0,11.98025512695313,0
0,53,6,0,0,1,34.37419891357422,0,12.86080551147461,0
1,54,8,0,0,1,1.074193954467773,0,5.516490936279297,0
1,37,9,0,0,0,7.089680194854736,0,2.774730682373047,0
0,38,2,0,0,0,12.53225994110107,0,6.576417922973633,0
0,20,10,0,0,0,7.046700000762939,0,2.63347053527832,0
0,20,11,0,0,1,6.445160388946533,0,10.76480579376221,0
0,42,8,0,0,1,0,1,0,1
0,42,8,0,0,1,0,1,14.05709838867188,0
0,55,7,0,0,0,16.68580055236816,0,4.279210567474365,0
0,20,10,0,0,0,17.90322113037109,0,10.89234447479248,0
1,52,0,0,0,1,0,1,0,1
0,19,11,0,0,0,25.06459999084473,0,23.06501388549805,0
0,51,7,0,0,1,17.90322113037109,0,.696465015411377,0
1,23,11,0,1,0,5.370959758758545,0,10.83731651306152,0
0,20,11,0,0,0,19.69353866577148,0,8.162590980529785,0
1,40,10,0,0,1,9.667739868164063,0,10.79514408111572,0
1,19,11,0,0,0,9.309679985046387,0,11.44159889221191,0
0,23,6,0,0,1,14.32258033752441,0,13.55895805358887,0
0,47,4,0,0,1,17.18709945678711,0,0,1
0,51,7,0,0,1,17.90322113037109,0,1.852683067321777,0
1,19,9,0,0,1,12.1742000579834,0,16.12091255187988,0
0,19,10,0,0,0,8.593540191650391,0,.1558830738067627,0
0,52,8,0,0,1,0,1,0,1
0,20,9,0,0,1,17.90322113037109,0,17.10567474365234,0
0,20,8,0,0,0,7.168459892272949,0,0,1
0,25,8,0,0,1,0,1,6.981508255004883,0
0,25,9,0,0,0,26.85480117797852,0,29.83020782470703,0
0,22,11,0,0,1,11.63709926605225,0,7.634616851806641,0
1,55,8,0,0,1,7.64109992980957,0,13.74878692626953,0
1,20,11,0,0,1,10.74194049835205,0,9.263497352600098,0
1,22,11,0,0,1,3.580639839172363,0,20.33694458007813,0
0,45,2,0,1,1,14.32258033752441,0,0,1
1,29,10,0,0,1,0,1,0,1
0,41,10,0,1,1,18.26846122741699,0,4.818485260009766,0
0,49,5,0,0,1,16.11289978027344,0,6.006119728088379,0
0,39,8,0,0,1,19.69353866577148,0,19.94864273071289,0
0,22,11,0,0,1,27.92900085449219,0,12.54307460784912,0
0,32,10,0,0,1,32.22579956054688,0,17.26422500610352,0
1,40,11,0,0,1,0,1,13.08967590332031,0
0,26,8,0,0,1,14.89548015594482,0,15.66345596313477,0
1,33,10,0,0,1,5.238480091094971,0,16.83315658569336,0
0,27,8,0,0,1,15.39678001403809,0,13.26154327392578,0
1,25,10,0,1,1,16.11289978027344,0,15.44921112060547,0
0,46,9,0,0,1,28.64519882202148,0,13.38434219360352,0
0,23,9,0,0,1,0,1,0,1
0,20,10,0,1,1,17.90322113037109,0,25.51045989990234,0
0,49,11,0,0,1,23.27419853210449,0,10.76701259613037,0
0,27,10,0,0,1,23.625,0,19.89247894287109,0
0,28,8,0,0,1,28.64519882202148,0,19.76039505004883,0
1,34,10,0,0,1,4.654839992523193,0,14.33657264709473,0
0,38,7,0,0,1,10.74194049835205,0,0,1
1,21,11,0,1,1,8.228320121765137,0,20.17165374755859,0
0,27,6,0,0,1,23.27419853210449,0,15.34068489074707,0
0,47,8,0,1,1,14.32258033752441,0,0,1
0,19,10,0,0,1,13.96451950073242,0,19.55394744873047,0
0,44,6,0,0,1,26.85480117797852,0,22.20457649230957,0
0,25,10,0,0,1,17.29451942443848,0,13.78412246704102,0
0,28,8,0,0,1,20.76419830322266,0,15.57941818237305,0
1,29,8,0,0,1,17.90322113037109,0,23.09297943115234,0
0,19,10,0,0,1,28.64519882202148,0,12.13768768310547,0
0,33,10,0,0,1,24.3484001159668,0,7.327547073364258,0
0,37,8,0,0,1,26.85480117797852,0,16.8631477355957,0
1,21,11,0,0,0,10.74194049835205,0,14.61796569824219,0
0,23,9,0,0,1,23.99040031433105,0,21.89578247070313,0
1,27,9,0,0,1,4.654839992523193,0,20.43404579162598,0
1,46,10,0,0,1,14.32258033752441,0,7.258262634277344,0
0,46,10,0,0,1,14.32258033752441,0,2.131531715393066,0
0,53,2,0,0,1,17.18709945678711,0,0,1
0,48,8,0,0,1,17.68838119506836,0,1.12047290802002,0
1,48,8,0,0,1,17.68838119506836,0,26.98841094970703,0
0,43,9,0,0,1,21.48380088806152,0,0,1
0,34,10,0,0,1,24.3484001159668,0,14.6066780090332,0
0,45,0,0,1,1,32.22579956054688,0,1.451634407043457,0
0,41,9,0,0,1,25.78059959411621,0,7.305651664733887,0
1,51,8,0,0,1,3.093679904937744,0,0,1
0,26,10,0,0,0,28.64519882202148,0,15.66270065307617,0
0,53,4,0,0,1,5.320839881896973,0,0,1
0,30,9,0,0,1,22.98780059814453,0,17.34381866455078,0
1,53,8,0,0,1,0,1,2.531979560852051,0
0,49,6,0,1,1,32.94200134277344,0,17.29709053039551,0
0,49,6,0,1,1,32.94200134277344,0,11.16925144195557,0
0,37,11,0,0,1,0,1,5.453590393066406,0
1,33,9,0,0,1,12.53225994110107,0,6.719374656677246,0
0,33,9,0,0,1,12.53225994110107,0,12.60155296325684,0
0,20,11,0,0,1,14.32258033752441,0,0,1
0,44,8,0,0,1,20.62459945678711,0,14.90454864501953,0
0,28,9,0,0,1,25.06459999084473,0,12.53908634185791,0
0,35,7,0,0,1,25.42259979248047,0,10.20136260986328,0
0,35,7,0,0,1,25.42259979248047,0,20.7769947052002,0
0,41,9,0,0,1,27.92900085449219,0,14.27759170532227,0
0,40,10,0,0,0,21.48380088806152,0,8.631796836853027,0
0,20,11,0,0,0,12.38903999328613,0,12.3212308883667,0
0,19,11,0,0,1,12.83304023742676,0,21.98778343200684,0
0,39,7,0,0,1,13.24837970733643,0,12.05940914154053,0
0,22,11,0,0,1,17.18709945678711,0,14.37511253356934,0
0,37,11,0,0,1,18.51910018920898,0,12.33787441253662,0
0,52,10,0,0,1,24.3484001159668,0,12.04837894439697,0
0,31,11,0,0,1,27.57099914550781,0,21.05394172668457,0
0,21,10,0,0,1,28.16180038452148,0,11.98555755615234,0
0,52,8,0,0,1,28.64519882202148,0,5.003396034240723,0
0,20,11,0,0,0,28.64519882202148,0,4.416678428649902,0
0,52,5,0,0,1,28.64519882202148,0,16.82087707519531,0
0,45,3,0,1,1,32.22579956054688,0,10.81820583343506,0
0,28,6,0,0,1,12.79006004333496,0,0,1
0,44,9,0,0,1,27.81080055236816,0,19.13844871520996,0
0,28,11,0,0,1,21.48380088806152,0,15.67075157165527,0
0,53,8,0,0,1,28.64519882202148,0,.7633495330810547,0
0,53,7,0,0,1,28.64519882202148,0,0,1
0,52,4,0,0,1,30.14900016784668,0,9.892829895019531,0
0,23,11,0,1,1,16.82903861999512,0,21.2213306427002,0
0,25,9,0,0,1,25.78059959411621,0,7.010488510131836,0
1,54,8,0,1,1,0,1,1.620458126068115,0
1,54,8,0,1,1,0,1,6.181224822998047,0
0,21,11,0,0,1,22.91619873046875,0,11.01487350463867,0
0,46,8,0,0,1,21.48380088806152,0,17.27556610107422,0
1,39,8,0,0,1,25.06459999084473,0,14.21591949462891,0
0,19,8,0,0,1,25.06459999084473,0,3.097582817077637,0
0,49,10,0,0,1,28.64519882202148,0,17.47611236572266,0
0,38,11,0,0,1,28.64519882202148,0,23.68094635009766,0
0,31,10,0,0,1,25.06459999084473,0,22.1457633972168,0
0,45,4,0,0,1,27.17359924316406,0,0,1
0,28,9,0,0,0,26.49680137634277,0,4.14587926864624,0
0,34,11,0,0,1,0,1,11.23260402679443,0
0,46,8,0,0,0,26.31780052185059,0,6.121278762817383,0
0,30,9,0,0,1,15.75483989715576,0,13.86841201782227,0
1,49,8,0,1,0,2.148379802703857,0,3.642845153808594,0
0,18,10,0,1,1,21.48380088806152,0,14.43863296508789,0
0,46,4,0,0,1,28.64519882202148,0,11.94949722290039,0
0,22,11,0,0,0,7.519360065460205,0,10.82356357574463,0
0,20,10,0,0,1,23.99040031433105,0,10.5998010635376,0
0,23,11,0,0,1,23.9724006652832,0,19.92526626586914,0
0,22,11,0,0,1,0,1,0,1
1,21,9,0,0,1,6.405779838562012,0,8.95972728729248,0
0,46,10,0,1,1,21.48380088806152,0,15.35713195800781,0
0,38,9,0,0,1,15.75483989715576,0,20.65088844299316,0
0,49,4,0,0,1,14.32258033752441,0,5.928872108459473,0
1,51,11,0,0,1,13.96451950073242,0,13.10723114013672,0
1,31,10,0,0,1,4.934120178222656,0,17.12333488464355,0
1,48,10,0,0,1,5.729040145874023,0,0,1
0,28,11,0,0,1,10.74194049835205,0,15.37521743774414,0
0,52,11,0,0,1,0,1,0,1
1,48,8,0,0,1,0,1,7.408490180969238,0
1,32,9,0,0,1,2.864520072937012,0,11.9255542755127,0
